Code Name	Organisation Name	UPC Short Name	Organisation Type	Web URL	In Use	School Code	Institution Code	Placement Code	Sponsor Code	Department Code	User Defined Field 01	User Defined Field 02	User Defined Field 03	User Defined Field 04	User Defined Field 05	User Defined Field 06	User Defined Field 07	User Defined Field 08	User Defined Field 09	User Defined Field 10	User Defined Field 11	User Defined Field 12	User Defined Field 13	User Defined Field 14	User Defined Field 15	User Defined Field 16	User Defined Field 17	User Defined Field 18	User Defined Field 19	User Defined Field 20	Agent code	Level	Parent Organisation	Eng Primary Lang?	Status	Status start date	Status end date	Academic year style	Admissibility	Country code	Region code
9313	Gwangju Institute of Science and Technology		HEI	"http://www.gist.ac.kr	"	Y						KR	IAU-006909	IMPORT~27/02/20																	Gwangju Institute of Science and Technology											
9314	Gwangju National University of Education		HEI	"http://www.gnue.ac.kr	"	Y						KR	IAU-006910	IMPORT~27/02/20																	Gwangju National University of Education											
9315	Gwangju University		HEI	"http://www.gwangju.ac.kr	"	Y						KR	IAU-006911	IMPORT~27/02/20																	Gwangju University											
9316	Gwangyang Health Sciences University		HEI	"http://gy.ac.kr	"	Y						KR	IAU-025156	IMPORT~27/02/20																	Gwangyang Health Sciences University											
9317	Gyeongan Theological Graduate University		HEI	"http://www.gyeongan.ac.kr	"	Y						KR	IAU-025192	IMPORT~27/02/20																	Gyeongan Theological Graduate University											
9318	Gyeongin National University of Education		HEI	"http://www.ginue.ac.kr	"	Y						KR	IAU-006913	IMPORT~27/02/20																	Gyeongin National University of Education											
9319	Gyeongju University		HEI	"http://www.gu.ac.kr	"	Y						KR	IAU-006914	IMPORT~27/02/20																	Gyeongju University											
9320	Gyeongnam National University of Science and Technology		HEI	"http://www.gntech.ac.kr	"	Y						KR	IAU-006915	IMPORT~27/02/20																	Gyeongnam National University of Science and Technology											
9321	Gyeongsang National University		HEI	"http://www.gsnu.ac.kr/english	"	Y						KR	IAU-006916	IMPORT~27/02/20																	Gyeongsang National University											
9322	Halla University		HEI	"http://www.halla.ac.kr	"	Y						KR	IAU-006948	IMPORT~27/02/20																	Halla University											
9714	Lithuanian University of Educational Sciences		HEI	"http://www.leu.lt/	"	Y						LT	IAU-020889	IMPORT~27/02/20																	Lietuvos edukologijos universitetas											
9715	Lithuanian University of Health Sciences		HEI	"http://www.lsmuni.lt	"	Y						LT	IAU-010966	IMPORT~27/02/20																	Lietuvos sveikatos moksl? universitetas											
9716	Mykolas Romeris University		HEI	"http://www.mruni.eu	"	Y						LT	IAU-012258	IMPORT~27/02/20																	Mykolo Romerio Universitetas											
9717	Siauliai University		HEI	"http://www.su.lt	"	Y						LT	IAU-021869	IMPORT~27/02/20																	Šiauli? Universitetas											
9718	Vilnius Academy of Arts		HEI	"http://www.vda.lt	"	Y						LT	IAU-020884	IMPORT~27/02/20																	Vilniaus Dailes Akademija											
9719	Vilnius Gediminas Technical University		HEI	"http://www.vgtu.lt	"	Y						LT	IAU-020886	IMPORT~27/02/20																	Vilniaus Gedimino Technikos Universitetas											
9720	Vilnius University		HEI	"http://www.vu.lt	"	Y						LT	IAU-020892	IMPORT~27/02/20																	Vilniaus Universitetas											
8054	Malayer University		HEI	"http://www.malayeru.ac.ir	"	Y						IR	IAU-023543	IMPORT~27/02/20																	Malayer University											
8055	Mamassani Higher Education Complex		HEI	"http://mamasaniu.ir	"	Y						IR	IAU-026146	IMPORT~27/02/20																	Mamassani Higher Education Complex											
8056	Maragheh University of Medical Sciences		HEI	"https://www.mrgums.ac.ir	"	Y						IR	IAU-026232	IMPORT~27/02/20																	Maragheh University of Medical Sciences											
8057	Mashhad University of Medical Sciences		HEI	"http://www.mums.ac.ir	"	Y						IR	IAU-003539	IMPORT~27/02/20																	Daneshgahe Oloom Pezeshki Mashhad											
8058	Mazandaran University		HEI	"http://www.umz.ac.ir	"	Y						IR	IAU-003536	IMPORT~27/02/20																	Daneshgahe Mazandaran											
8059	Mazandaran University of Medical Sciences		HEI	"http://www.mazums.ac.ir	"	Y						IR	IAU-011490	IMPORT~27/02/20																	Mazandaran University of Medical Sciences											
8060	Mazandaran University of Science and Technology		HEI	"https://ustmb.ac.ir/En	"	Y						IR	IAU-011491	IMPORT~27/02/20																	Mazandaran University of Science and Technology											
8061	Mehrastan Institute of Higher Education		HEI	"https://www.mehrastan.ac.ir	"	Y						IR	IAU-026259	IMPORT~27/02/20																	Mehrastan Institute of Higher Education											
8062	Mofid University		HEI	"http://www.mofidu.ac.ir	"	Y						IR	IAU-011998	IMPORT~27/02/20																	Mofid University											
8063	Nahavand University		HEI	"http://www.nahgu.ac.ir	"	Y						IR	IAU-026148	IMPORT~27/02/20																	Nahavand University											
8064	Neyshabur University of Medical Sciences		HEI	"https://www.nums.ac.ir	"	Y						IR	IAU-026251	IMPORT~27/02/20																	Neyshabur University of Medical Sciences											
8065	North Khorasan University of Medical Sciences		HEI	"http://nkums.ac.ir	"	Y						IR	IAU-026234	IMPORT~27/02/20																	North Khorasan University of Medical Sciences											
8066	Payame Noor University		HEI	"http://www.pnu.ac.ir	"	Y						IR	IAU-013407	IMPORT~27/02/20																	Payame Noor University											
8067	Persian Gulf University		HEI	"http://www.pgu.ac.ir	"	Y						IR	IAU-013447	IMPORT~27/02/20																	Persian Gulf University											
8068	Petroleum University of Technology		HEI	"http://www.put.ac.ir	"	Y						IR	IAU-013454	IMPORT~27/02/20																	Petroleum University of Technology											
8069	Pooyesh Institute of Higher Education		HEI	"http://www.pooyesh.ac.ir	"	Y						IR	IAU-026267	IMPORT~27/02/20																	Pooyesh Institute of Higher Education											
8070	Qazvin University of Medical Sciences		HEI	"http://www.qums.ac.ir	"	Y						IR	IAU-013819	IMPORT~27/02/20																	Qazvin University of Medical Sciences											
8071	Qom University of Medical Science and Health Services		HEI	"http://en.muq.ac.ir	"	Y						IR	IAU-013831	IMPORT~27/02/20																	Qom University of Medical Science and Health Services											
8072	Qom University of Technology		HEI	"https://www.qut.ac.ir/en	"	Y						IR	IAU-026150	IMPORT~27/02/20																	Qom University of Technology											
8073	Quchan University of Advanced Technology		HEI	"https://en.qiet.ac.ir	"	Y						IR	IAU-026183	IMPORT~27/02/20																	Quchan University of Advanced Technology											
8074	Quran University and Hadith		HEI	"http://www.qhu.ac.ir	"	Y						IR	IAU-026084	IMPORT~27/02/20																	Quran University and Hadith											
8075	Rafsanjan University of Medical Sciences		HEI	"http://www.rums.ac.ir	"	Y						IR	IAU-013877	IMPORT~27/02/20																	Rafsanjan University of Medical Sciences											
7213	Children's University		HEI	"http://www.cugujarat.ac.in	"	Y						IN	IAU-024952	IMPORT~27/02/20																	Children's University											
7214	Chitkara University		HEI	"http://www.chitkara.edu.in	"	Y						IN	IAU-002749	IMPORT~27/02/20																	Chitkara University											
7215	Christ University (Deemed to be University)		HEI	"http://www.christuniversity.in	"	Y						IN	IAU-002786	IMPORT~27/02/20																	Christ University (Deemed to be University)											
7710	SASTRA University (Deemed to be University)		HEI	"http://www.sastra.edu	"	Y						IN	IAU-014527	IMPORT~27/02/20																	SASTRA University (Deemed to be University)											
7711	Satavahana University		HEI	"http://www.satavahana.ac.in	"	Y						IN	IAU-014543	IMPORT~27/02/20																	Satavahana University											
7712	Sathyabama Institute of Science and Technology (Deemed to be University)		HEI	"http://www.sathyabamauniversity.ac.in	"	Y						IN	IAU-014547	IMPORT~27/02/20																	Sathyabama Institute of Science and Technology (Deemed to be University)											
7713	Saurashtra University		HEI	"http://www.saurashtrauniversity.edu	"	Y						IN	IAU-014549	IMPORT~27/02/20																	Saurashtra University											
7714	Saveetha Institute of Science and Technology		HEI	"http://www.saveetha.com	"	Y						IN	IAU-014551	IMPORT~27/02/20																	Saveetha Institute of Science and Technology											
7715	Savitribai Phule Pune University		HEI	"http://www.unipune.ac.in	"	Y						IN	IAU-020440	IMPORT~27/02/20																	Savitribai Phule Pune University											
7716	School of Planning and Architecture		HEI	"http://www.spa.ac.in	"	Y						IN	IAU-014568	IMPORT~27/02/20																	School of Planning and Architecture											
7717	"School of Planning and Architecture, Bhopal"		HEI	"http://www.spabhopal.ac.in	"	Y						IN	IAU-025017	IMPORT~27/02/20																	"School of Planning and Architecture, Bhopal"											
7718	"School of Planning and Architecture, Vijayawada"		HEI	"https://www.spav.ac.in	"	Y						IN	IAU-024997	IMPORT~27/02/20																	"School of Planning and Architecture, Vijayawada"											
7719	SCMS Cochin School of Business		HEI	"https://www.scms.edu.in	"	Y						IN	IAU-014564	IMPORT~27/02/20																	SCMS Cochin School of Business											
7720	Sharda University		HEI	"http://www.sharda.ac.in	"	Y						IN	IAU-015288	IMPORT~27/02/20																	Sharda University											
6880	Tana Toraja College of Health Sciences		HEI	"http://stikestanatoraja.ac.id	"	Y						ID	IAU-025797	IMPORT~27/02/20																	Sekolah Tinggi Ilmu Kesehatan Tana Toraja											
6881	Tanjungpura University		HEI	"http://www.untan.ac.id	"	Y						ID	IAU-019257	IMPORT~27/02/20																	Universitas Tanjungpura											
6882	Tanri Abeng University		HEI	"http://tau.ac.id	"	Y						ID	IAU-025180	IMPORT~27/02/20																	Universitas Tanri Abeng											
6883	Tarumanagara University		HEI	"http://www.untar.ac.id	"	Y						ID	IAU-019258	IMPORT~27/02/20																	Universitas Tarumanagara											
6884	Technocrat Foreign Language College		HEI	"http://www.stbatechnocrat.ac.id	"	Y						ID	IAU-025576	IMPORT~27/02/20																	Sekolah Tinggi Bahasa Asing Technocrat											
6885	Technological University of Sumbawa		HEI	"http://www.uts.ac.id	"	Y						ID	IAU-025317	IMPORT~27/02/20																	Universitas Teknologi Sumbawa											
6886	"Telecom Technology Institute, Puwokerto"		HEI	"http://www.ittelkom-pwt.ac.id	"	Y						ID	IAU-025881	IMPORT~27/02/20																	Institut Teknologi Telkom Purwokerto											
6887	Telkom University		HEI	"http://telkomuniversity.ac.id	"	Y						ID	IAU-008300	IMPORT~27/02/20																	Universitas Telkom											
6888	Ternate State Islamic Institute		HEI	"http://www.iain-ternate.ac.id	"	Y						ID	IAU-025694	IMPORT~27/02/20																	Institut Agama Islam Negeri Ternate											
6889	Teuku Umar University		HEI	"http://utu.ac.id	"	Y						ID	IAU-019266	IMPORT~27/02/20																	Universitas Teuku Umar											
6890	Tidar University		HEI	"http://untidar.ac.id	"	Y						ID	IAU-019267	IMPORT~27/02/20																	Universitas Tidar											
6891	Timor University		HEI	"http://www.unimor.ac.id	"	Y						ID	IAU-019270	IMPORT~27/02/20																	Universitas Timor											
6892	Tjut Nyak Dhien University		HEI	"http://www.utnd.ac.id	"	Y						ID	IAU-018905	IMPORT~27/02/20																	Universitas Tjut Nyak Dhien											
6893	Tomakaka University		HEI	"http://www.universitastomakaka.ac.id	"	Y						ID	IAU-019271	IMPORT~27/02/20																	Universitas Tomakaka											
8706	Nara Prefectural University		HEI	"http://www.narapu.ac.jp	"	Y						JP	IAU-012369	IMPORT~27/02/20																	Nara Kenritsu Daigaku											
8707	Nara University		HEI	"http://www.nara-u.ac.jp	"	Y						JP	IAU-012367	IMPORT~27/02/20																	Nara Daigaku											
8708	Nara University of Education		HEI	"http://www.nara-edu.ac.jp	"	Y						JP	IAU-012371	IMPORT~27/02/20																	Nara Kyoiku Daigaku											
8709	Nara Women's University		HEI	"http://www.nara-wu.ac.jp	"	Y						JP	IAU-012368	IMPORT~27/02/20																	Nara Joshi Daigaku											
8710	Naragakuen University		HEI	"http://www.naragakuen-u.jp	"	Y						JP	IAU-012372	IMPORT~27/02/20																	Nara Gakuen Daigaku											
8711	Naruto University of Education		HEI	"http://www.naruto-u.ac.jp	"	Y						JP	IAU-012381	IMPORT~27/02/20																	Naruto Kyoiku Daigaku											
8712	National Graduate Institute for Policy Studies		HEI	"http://www.grips.ac.jp	"	Y						JP	IAU-014622	IMPORT~27/02/20																	Seisaku Kenkyu Daigakuin Daigaku											
8713	National Institute of Fitness and Sports in Kanoya		HEI	"http://www.nifs-k.ac.jp	"	Y						JP	IAU-010105	IMPORT~27/02/20																	Kanoya Taiiku Daigaku											
9182	Changsusan University		HEI	"	"	Y						KP	IAU-002651	IMPORT~27/02/20																	Changsusan Taehak											
9183	Chinmyong University		HEI	"	"	Y						KP	IAU-002747	IMPORT~27/02/20																	Chinmyong Taehak											
9184	Chong Jun Taek University of Economics		HEI	"	"	Y						KP	IAU-002757	IMPORT~27/02/20																	Chong Jun Taek Kyongje Taehak											
9185	Chongsong University		HEI	"	"	Y						KP	IAU-002774	IMPORT~27/02/20																	Chongsong Taehak											
9186	Chonrigil University		HEI	"	"	Y						KP	IAU-002778	IMPORT~27/02/20																	Chonrigil Taehak											
9187	Choson University of Physical Education		HEI	"	"	Y						KP	IAU-002779	IMPORT~27/02/20																	Choson Cheyuk Taehak											
9188	Hambuk University		HEI	"	"	Y						KP	IAU-006955	IMPORT~27/02/20																	Hambuk Taehak											
9189	Huichon University of Technology		HEI	"	"	Y						KP	IAU-007618	IMPORT~27/02/20																	Huichon Kongop Taehak											
9190	Inpung University		HEI	"	"	Y						KP	IAU-007849	IMPORT~27/02/20																	Inpung Taehak											
9191	Jangsun University of Pharmacy		HEI	"	"	Y						KP	IAU-009862	IMPORT~27/02/20																	Jangsu Yakhak Taehak											
9192	Kang Gon University		HEI	"	"	Y						KP	IAU-010096	IMPORT~27/02/20																	Kang Gon Taehak											
9193	Karimchon University		HEI	"	"	Y						KP	IAU-010144	IMPORT~27/02/20																	Karimchon Taehak											
9194	Kim Chaek University of Technology		HEI	"	"	Y						KP	IAU-010367	IMPORT~27/02/20																	Kim Chaek Kongop Jonghap Taehak											
9195	Kim Chol Ju University of Education		HEI	"	"	Y						KP	IAU-010369	IMPORT~27/02/20																	Kim Chol Ju Sabom Taehak											
9196	Kim Hyong Gwon University of Education		HEI	"	"	Y						KP	IAU-010370	IMPORT~27/02/20																	Kim Hyong Gwon Sabon Taehak											
9197	Kim Hyong Jik University of Education		HEI	"	"	Y						KP	IAU-010371	IMPORT~27/02/20																	Kim Hyong Jik Sabom Taehak											
9198	Kim Il Sung University		HEI	"	"	Y						KP	IAU-010372	IMPORT~27/02/20																	Kim Il Sung Juonghap Taehak											
9199	Kim Je Won University		HEI	"	"	Y						KP	IAU-010373	IMPORT~27/02/20																	Kim Je Won University											
9200	Kim Jong Suk University of Education		HEI	"	"	Y						KP	IAU-010374	IMPORT~27/02/20																	Kim Jong Suk Sabom Taehak											
9201	Kim Jong Tae University		HEI	"	"	Y						KP	IAU-010375	IMPORT~27/02/20																	Kim Jong Tae Sabon Taehak											
9202	Koryo University of Pharmacy		HEI	"	"	Y						KP	IAU-010540	IMPORT~27/02/20																	Koryo Yakhak Taehak											
9203	Kumgang University		HEI	"	"	Y						KP	IAU-010597	IMPORT~27/02/20																	Kumgang Taehak											
9204	Kumya University		HEI	"	"	Y						KP	IAU-010600	IMPORT~27/02/20																	Kumya Taehak											
9205	Kwanje University		HEI	"	"	Y						KP	IAU-010654	IMPORT~27/02/20																	Kwangje Taehak											
9206	Kwanso University		HEI	"	"	Y						KP	IAU-010660	IMPORT~27/02/20																	Kwanso Taehak											
9207	Kye Ung San University		HEI	"	"	Y						KP	IAU-010670	IMPORT~27/02/20																	Kye Ung Sang Taehak											
9721	Vytautas Magnus University		HEI	"http://www.vdu.lt	"	Y						LT	IAU-021107	IMPORT~27/02/20																	Vytauto Didžiojo Universitetas											
9722	Art Academy of Latvia		HEI	"http://www.lma.lv	"	Y						LV	IAU-010862	IMPORT~27/02/20																	Latvijas M?kslas Akad?mija											
9723	BA School of Business and Finance		HEI	"http://www.ba.lv	"	Y						LV	IAU-001446	IMPORT~27/02/20																	Banku Augstskola											
9724	Baltic International Academy		HEI	"http://bsa.edu.lv	"	Y						LV	IAU-001419	IMPORT~27/02/20																	Baltijas Starptautisk? Akad?mija											
9725	Baltic Psychology and Management University College		HEI	"http://www.psy.lv	"	Y						LV	IAU-001418	IMPORT~27/02/20																	Baltijas Psiholo?ijas un Menedžmenta Augstskola											
9726	Daugavpils University		HEI	"http://www.du.lv	"	Y						LV	IAU-003576	IMPORT~27/02/20																	Daugavpils Universit?te											
9727	Higher Institute of Social Technologies		HEI	"http://www.sta-edu.lv	"	Y						LV	IAU-015503	IMPORT~27/02/20																	Soci?lo Tehnolo?iju Augstskola											
9728	International Higher School of Practical Psychology		HEI	"http://www.sppa.lv	"	Y						LV	IAU-015818	IMPORT~27/02/20																	Starptautisk? Praktisk?s Psiholo?ijas Augstskola											
9729	ISMA University		HEI	"http://www.isma.lv	"	Y						LV	IAU-007819	IMPORT~27/02/20																	Inform?cijas Sist?mu Menedžmenta Augstskola											
9730	J?zeps V?tols Latvian Academy of Music		HEI	"http://www.jvlma.lv	"	Y						LV	IAU-009884	IMPORT~27/02/20																	J?zepa V?tola Latvijas M?zikas akad?mija											
9731	Latvia University of Agriculture		HEI	"http://www.llu.lv	"	Y						LV	IAU-010861	IMPORT~27/02/20																	Latvijas Lauksaimniec?bas Universit?te											
9732	Latvian Academy of Culture		HEI	"http://www.lka.edu.lv	"	Y						LV	IAU-010860	IMPORT~27/02/20																	Latvijas Kult?ras Akad?mija											
9733	Latvian Academy of Sport Education		HEI	"http://www.lspa.lv	"	Y						LV	IAU-010865	IMPORT~27/02/20																	Latvijas Sporta pedagogijas akad?mija											
9734	Latvian Christian Academy		HEI	"http://www.kra.lv	"	Y						LV	IAU-010859	IMPORT~27/02/20																	Latvijas Krist?g? akad?mija											
9735	Latvian Maritime Academy		HEI	"http://www.latja.lv	"	Y						LV	IAU-010858	IMPORT~27/02/20																	Latvijas J?ras Akad?mija											
9736	Liepaja University		HEI	"http://www.liepu.lv	"	Y						LV	IAU-010958	IMPORT~27/02/20																	Liep?jas Universit?te											
9737	National Defence Academy of Latvia		HEI	"http://www.aic.lv/rec/HE_2002/HE_LV/Progr/STATE/naa.htm	"	Y						LV	IAU-010863	IMPORT~27/02/20																	Latvijas Nacion?l? aizsardz?bas akad?mija											
9738	Rezekne Higher Education Institution		HEI	"http://www.ru.lv	"	Y						LV	IAU-013926	IMPORT~27/02/20																	R?zeknes Augstskola											
9739	Riga Aeronautical Institute		HEI	"http://www.rai.lv	"	Y						LV	IAU-013998	IMPORT~27/02/20																	R?gas Aeronavig?cijas Instit?ts											
9740	Riga Graduate School of Law		HEI	"http://www.rgsl.edu.lv	"	Y						LV	IAU-014000	IMPORT~27/02/20																	R?gas Juridisk? augstkola											
9741	Riga International School of Economics and Business Administration		HEI	"http://www.riseba.lv/	"	Y						LV	IAU-014002	IMPORT~27/02/20																	R?gas Starptautisk? ekonomikas un biznesa administr?cijas augstskola											
9742	Riga Stradi?š University		HEI	"http://www.rsu.lv	"	Y						LV	IAU-014003	IMPORT~27/02/20																	R?gas Stradi?a Universit?te											
10142	Yangon University		HEI	"http://www.yufund.org	"	Y						MM	IAU-020657	IMPORT~27/02/20																	Yangon University											
10143	Yangon University of Distance Education		HEI	"http://www.yude.edu.mm	"	Y						MM	IAU-021662	IMPORT~27/02/20																	Yangon University of Distance Education											
10144	Yangon University of Foreign Languages		HEI	"	"	Y						MM	IAU-021663	IMPORT~27/02/20																	Yangon University of Foreign Languages											
10145	Yezin Agricultural University		HEI	"	"	Y						MM	IAU-021719	IMPORT~27/02/20																	Yezin Agricultural University											
7216	CMJ University		HEI	"http://www.cmju.in	"	Y						IN	IAU-002869	IMPORT~27/02/20																	CMJ University											
7217	CMR University		HEI	"http://www.cmr.edu.in	"	Y						IN	IAU-025012	IMPORT~27/02/20																	CMR University											
7218	Cochin University of Science and Technology		HEI	"http://www.cusat.ac.in	"	Y						IN	IAU-002873	IMPORT~27/02/20																	Cochin University of Science and Technology											
7219	College of Engineering Trivandrum		HEI	"http://www.cet.ac.in	"	Y						IN	IAU-003011	IMPORT~27/02/20																	College of Engineering Trivandrum											
7220	Cooch Behar Panchanan Barma University		HEI	"http://www.cbpbu.ac.in	"	Y						IN	IAU-024987	IMPORT~27/02/20																	Cooch Behar Panchanan Barma University											
7221	Cotton University		HEI	"http://cottonuniversity.ac.in	"	Y						IN	IAU-024947	IMPORT~27/02/20																	Cotton University											
7222	D.Y. Patil Educational Society		HEI	"http://www.dypatilunikop.org	"	Y						IN	IAU-003445	IMPORT~27/02/20																	D.Y. Patil Educational Society											
7223	Damodaram Sanjivayya National Law University		HEI	"https://dsnlu.ac.in	"	Y						IN	IAU-000954	IMPORT~27/02/20																	Damodaram Sanjivayya National Law University											
7224	Datta Meghe Institute of Medical Sciences (Deemed to be University)		HEI	"http://www.dmimsu.edu.in	"	Y						IN	IAU-003573	IMPORT~27/02/20																	Datta Meghe Institute of Medical Sciences (Deemed to be University)											
7225	DAV University		HEI	"https://www.davuniversity.org	"	Y						IN	IAU-025022	IMPORT~27/02/20																	DAV University											
7226	Davangere University		HEI	"http://davangereuniversity.ac.in	"	Y						IN	IAU-003578	IMPORT~27/02/20																	Davangere University											
7227	Dayalbagh Educational Institute		HEI	"http://www.dei.ac.in	"	Y						IN	IAU-003593	IMPORT~27/02/20																	Dayalbagh Educational Institute											
7228	Deccan College Post-graduate and Research Institute		HEI	"http://www.deccancollegepune.ac.in	"	Y						IN	IAU-003616	IMPORT~27/02/20																	Deccan College Post-graduate and Research Institute											
7229	Deenbandhu Chhotu Ram University of Science and Technology		HEI	"http://www.dcrustm.ac.in	"	Y						IN	IAU-003619	IMPORT~27/02/20																	Deenbandhu Chhotu Ram University of Science and Technology											
7230	Defence Institute of Advanced Technology		HEI	"http://www.diat.ac.in	"	Y						IN	IAU-003620	IMPORT~27/02/20																	Defence Institute of Advanced Technology											
7231	Delhi Pharmaceutical Sciences and Research University		HEI	"http://dpsru.edu.in	"	Y						IN	IAU-024989	IMPORT~27/02/20																	Delhi Pharmaceutical Sciences and Research University											
7232	Delhi Technological University		HEI	"http://www.dtu.ac.in	"	Y						IN	IAU-003627	IMPORT~27/02/20																	Delhi Technological University											
7233	Desh Bhagat University		HEI	"http://www.deshbhagatuniversity.in	"	Y						IN	IAU-024852	IMPORT~27/02/20																	Desh Bhagat University											
7234	Dev Sanskriti Vishwavidyalaya		HEI	"http://www.dsvv.ac.in	"	Y						IN	IAU-003694	IMPORT~27/02/20																	Dev Sanskriti Vishwavidyalaya											
7235	Devi Ahilya University		HEI	"http://www.dauniv.ac.in	"	Y						IN	IAU-003697	IMPORT~27/02/20																	Devi Ahilya Vishwavidyalaya											
7236	Dharmsinh Desai University		HEI	"http://www.ddu.ac.in	"	Y						IN	IAU-003719	IMPORT~27/02/20																	Dharmsinh Desai University											
7237	Dhirubhai Ambani Institute of Information and Communication Technology		HEI	"http://www.daiict.ac.in	"	Y						IN	IAU-003720	IMPORT~27/02/20																	Dhirubhai Ambani Institute of Information and Communication Technology											
7238	Dibrugarh University		HEI	"http://www.dibru.ac.in	"	Y						IN	IAU-003726	IMPORT~27/02/20																	Dibrugarh University											
7239	DIT University		HEI	"http://www.dituniversity.edu.in	"	Y						IN	IAU-025035	IMPORT~27/02/20																	DIT University											
7240	Doon University		HEI	"http://doonuniversity.ac.in	"	Y						IN	IAU-003870	IMPORT~27/02/20																	Doon University											
10253	Alfonso Cravioto Institute of Advanced Teaching		HEI	"	"	Y						MX	IAU-008497	IMPORT~27/02/20																	Instituto de Enseñanza Superior Alfonso Cravioto											
10254	Alfonso Reyes University		HEI	"http://www.uar.edu.mx	"	Y						MX	IAU-017132	IMPORT~27/02/20																	"Universidad Alfonso Reyes, S.C."											
10255	Alfred Nobel University of Mexico		HEI	"http://www.uninobel.edu.mx	"	Y						MX	IAU-017134	IMPORT~27/02/20																	Universidad Alfred Nobel de México											
10256	Allende Centre for Advanced Studies		HEI	"http://ceesanet.edu.mx	"	Y						MX	IAU-002257	IMPORT~27/02/20																	Centro de Estudios Superiores Allende											
10257	Allende Institute		HEI	"http://www.instituto-allende.edu.mx	"	Y						MX	IAU-008408	IMPORT~27/02/20																	Instituto Allende											
10258	Allende University Centre		HEI	"http://www.cenua.edu.mx	"	Y						MX	IAU-002431	IMPORT~27/02/20																	Centro Universitario Allende											
8908	Takushoku University		HEI	"http://www.takushoku-u.ac.jp	"	Y						JP	IAU-016111	IMPORT~27/02/20																	Takushoku Daigaku											
8909	Tama Art University		HEI	"http://www.tamabi.ac.jp	"	Y						JP	IAU-016123	IMPORT~27/02/20																	Tama Bijutsu Daigaku											
8910	Tama University		HEI	"http://www.tama.ac.jp	"	Y						JP	IAU-016124	IMPORT~27/02/20																	Tama Daigaku											
8911	Tamagawa University		HEI	"http://www.tamagawa.ac.jp	"	Y						JP	IAU-016125	IMPORT~27/02/20																	Tamagawa Daigaku											
8912	Teikyo Heisei University		HEI	"http://www.thu.ac.jp	"	Y						JP	IAU-016308	IMPORT~27/02/20																	Teikyo Heisei Daigaku											
8913	Teikyo University		HEI	"http://www.teikyo-u.ac.jp	"	Y						JP	IAU-016307	IMPORT~27/02/20																	Teikyo Daigaku											
8914	Teikyo University of Science		HEI	"http://www.ntu.ac.jp	"	Y						JP	IAU-016309	IMPORT~27/02/20																	Teikyo Kagaku Daigaku											
8915	Tenri Health Care University		HEI	"http://www.tenriyorozu-u.ac.jp	"	Y						JP	IAU-021998	IMPORT~27/02/20																	Tenri Iry? Daigaku											
8916	Tenri University		HEI	"http://www.tenri-u.ac.jp	"	Y						JP	IAU-016325	IMPORT~27/02/20																	Tenri Daigaku											
8917	Tenshi College		HEI	"http://www.tenshi.ac.jp	"	Y						JP	IAU-016326	IMPORT~27/02/20																	Tenshi Daigaku											
8918	Tezukayama Gakuin University		HEI	"http://www.tezuka-gu.ac.jp	"	Y						JP	IAU-016365	IMPORT~27/02/20																	Tezukayama Gakuin Daigaku											
8919	Tezukayama University		HEI	"http://www.tezukayama-u.ac.jp	"	Y						JP	IAU-016364	IMPORT~27/02/20																	Tezukayama Daigaku											
8920	The Graduate School for the Creation of New Photonics Industries		HEI	"http://www.gpi.ac.jp	"	Y						JP	IAU-022004	IMPORT~27/02/20																	Hikari Sangyo Sosei Daigakuin Daigaku											
8921	The Graduate School of Project Design		HEI	"http://www.mpd.ac.jp	"	Y						JP	IAU-022005	IMPORT~27/02/20																	Purojekuto Dezain Kenky?-ka											
8922	The Graduate University for Advanced Studies		HEI	"http://www.soken.ac.jp	"	Y						JP	IAU-015511	IMPORT~27/02/20																	Sogo Kenkyu Daigakuin Daigaku											
8923	The Japanese Red Cross Akita College of Nursing		HEI	"http://www.rcakita.ac.jp	"	Y						JP	IAU-022006	IMPORT~27/02/20																	Nihon Sekijuji Akita Kango Daigaku											
8924	The Japanese Red Cross College of Nursing		HEI	"http://www.redcross.ac.jp	"	Y						JP	IAU-012687	IMPORT~27/02/20																	Nihon Sekijuji Kango Daigaku											
8925	The Japanese Red Cross Hiroshima College of Nursing		HEI	"http://www.jrchcn.ac.jp	"	Y						JP	IAU-012686	IMPORT~27/02/20																	Nihon Sekijuji Hiroshima Kango Daigaku											
8926	The Japanese Red Cross Hokkaido College of Nursing		HEI	"http://www.rchokkaido-cn.ac.jp	"	Y						JP	IAU-022007	IMPORT~27/02/20																	Nihon Sekijuuji Hokkaid? Kango Daigaku											
8927	The Japanese Red Cross Kyushu International College of Nursing		HEI	"http://www.jrckicn.ac.jp	"	Y						JP	IAU-016476	IMPORT~27/02/20																	The Japanese Red Cross Kyushu International College of Nursing											
9209	Manpung University		HEI	"	"	Y						KP	IAU-011360	IMPORT~27/02/20																	Manpung Taehak											
9210	Myongsin University		HEI	"	"	Y						KP	IAU-012260	IMPORT~27/02/20																	Myongsin University											
9211	Nampo University		HEI	"	"	Y						KP	IAU-012330	IMPORT~27/02/20																	Nampo Taehak											
9212	Nampo University of Medicine		HEI	"	"	Y						KP	IAU-012331	IMPORT~27/02/20																	Nampo Uihak Taehak											
9213	O Jung Hup University		HEI	"	"	Y						KP	IAU-012938	IMPORT~27/02/20																	O Jung Hup Taehak											
